ID Algoritmo, Numero execucao, Tempo total, FO
AI40.XOverCX,0,177590,22849.4
AI40.XOverCX,1,181007,22849.4
AI40.XOverCX,2,180273,22849.4
AI40.XOverCX,3,172364,22849.4
AI40.XOverCX,4,179837,22849.4
AI40.XOverCX,5,184532,22849.4
AI40.XOverCX,6,176982,22849.4
AI40.XOverCX,7,183986,22849.4
AI40.XOverCX,8,174361,22849.4
AI40.XOverCX,9,178370,22849.4
