ID Algoritmo, Numero execucao, Tempo total, FO
AI40.XOverPMX,0,166967,22639.2
AI40.XOverPMX,1,166701,22643.4
AI40.XOverPMX,2,166826,22641.2
AI40.XOverPMX,3,167731,22643.2
AI40.XOverPMX,4,167388,22637.1
AI40.XOverPMX,5,167481,22641.4
AI40.XOverPMX,6,168371,22641.2
AI40.XOverPMX,7,167715,22637.2
AI40.XOverPMX,8,169213,22641.4
AI40.XOverPMX,9,168199,22641.4
