ID Algoritmo, Numero execucao, Tempo total, FO
AI20.XOverOX,0,119097,22849.4
AI20.XOverOX,1,106953,22849.4
AI20.XOverOX,2,99959,22849.4
AI20.XOverOX,3,123046,22849.4
AI20.XOverOX,4,110807,22849.4
AI20.XOverOX,5,103126,22849.4
AI20.XOverOX,6,116486,22849.4
AI20.XOverOX,7,116189,22849.4
AI20.XOverOX,8,108279,22849.4
AI20.XOverOX,9,112507,22849.4
