ID Algoritmo, Numero execucao, Tempo total, FO
AI40.XOverOX,0,218291,22849.4
AI40.XOverOX,1,196669,22849.4
AI40.XOverOX,2,185796,22849.4
AI40.XOverOX,3,186654,22849.4
AI40.XOverOX,4,185421,22849.4
AI40.XOverOX,5,201053,22849.4
AI40.XOverOX,6,190101,22849.4
AI40.XOverOX,7,177091,22849.4
AI40.XOverOX,8,193861,22849.4
AI40.XOverOX,9,186014,22849.4
