ID Algoritmo, Numero execucao, Tempo total, FO
AI20.XOverPMX,0,87259,22643.4
AI20.XOverPMX,1,87656,22649.2
AI20.XOverPMX,2,87499,22637.4
AI20.XOverPMX,3,87705,22641.2
AI20.XOverPMX,4,87343,22649.2
AI20.XOverPMX,5,87319,22641.2
AI20.XOverPMX,6,87538,22639.2
AI20.XOverPMX,7,87534,22643.2
AI20.XOverPMX,8,87770,22641.2
AI20.XOverPMX,9,86969,22575.4
