ID Algoritmo, Numero execucao, Tempo total, FO
AI20.XOverCX,0,103911,22849.4
AI20.XOverCX,1,99668,22849.4
AI20.XOverCX,2,99793,22849.4
AI20.XOverCX,3,95503,22849.4
AI20.XOverCX,4,104208,22849.4
AI20.XOverCX,5,101337,22849.4
AI20.XOverCX,6,108841,22849.4
AI20.XOverCX,7,135673,22849.4
AI20.XOverCX,8,91426,22849.4
AI20.XOverCX,9,95050,22849.4
